"source"	"target"
"%PRODUCTNAME has been updated to a new version. Some installed %PRODUCTNAME extensions are not compatible with this version and need to be updated before they can be used."	"O %PRODUCTNAME foi atualizado para uma nova versão. Algumas extensões instaladas do %PRODUCTNAME não são compatíveis com esta versão e precisam ser atualizadas antes de serem utilizadas."
"%PRODUCTNAME has been updated to a new version. Some shared %PRODUCTNAME extensions are not compatible with this version and need to be updated before %PRODUCTNAME can be started.  Updating of shared extension requires administrator privileges. Contact your system administrator to update the following shared extensions:"	"O %PRODUCTNAME foi atualizado para uma nova versão. Algumas extensões compartilhadas do %PRODUCTNAME não são compatíveis com esta versão e precisam ser atualizadas antes de iniciar o %PRODUCTNAME.  Para atualizar extensões compartilhadas é necessário possuir privilégios de administrador. Entre em contato com seu administrador de sistemas para atualizar as seguintes extensões:"
"%PRODUCTNAME Help"	"Ajuda %PRODUCTNAME"
"%PRODUCTNAME Help"	"Ajuda do %PRODUCTNAME"
"%PRODUCTNAME Image"	"Imagem %PRODUCTNAME"
"%PRODUCTNAME Impress"	"%PRODUCTNAME Impress"
"%PRODUCTNAME Impress has searched to the beginning of the presentation. Do you want to continue at the end?"	"O %PRODUCTNAME Impress pesquisou até o início da apresentação. Deseja continuar pelo fim?"
"%PRODUCTNAME Impress has searched to the end of the presentation. Do you want to continue at the beginning?"	"O %PRODUCTNAME Impress pesquisou até o fim da apresentação. Deseja continuar pelo início?"
"%PRODUCTNAME Impress Help"	"Ajuda do %PRODUCTNAME Impress"
"%PRODUCTNAME Impress reached the beginning of the presentation. Do you want to continue at the end?"	"O %PRODUCTNAME Impress alcançou o início da apresentação. Deseja continuar pelo final?"
"%PRODUCTNAME Impress reached the end of the presentation. Do you want to continue at the beginning?"	"O %PRODUCTNAME Impress alcançou o fim da apresentação. Deseja continuar pelo início?"
"%PRODUCTNAME is a modern, easy-to-use, open source productivity suite for word processing, spreadsheets, presentations and more."	"O %PRODUCTNAME é um conjunto de aplicações de produtividade de código livre, moderno e fácil de utilizar. Pode ser utilizado para a criação de documentos de texto, planilhas, apresentações e muito mais."
"%PRODUCTNAME is derived from LibreOffice which was based on OpenOffice.org."	"O %PRODUCTNAME é um derivado do LibreOffice que foi baseado no OpenOffice.org."
"%PRODUCTNAME is made available subject to the terms of the Mozilla Public License, v. 2.0. A copy of the MPL can be obtained at http://mozilla.org/MPL/2.0/.  Third Party Code Additional copyright notices and license terms applicable to portions of the Software are set forth in the LICENSE.html file; choose Show License to see exact details in English.  All trademarks and registered trademarks mentioned herein are the property of their respective owners.  Copyright © 2000–2016 LibreOffice contributors. All rights reserved.  This product was created by %OOOVENDOR, based on OpenOffice.org, which is Copyright 2000, 2011 Oracle and/or its affiliates. %OOOVENDOR acknowledges all community members, please see http://www.libreoffice.org/ for more details."	"O %PRODUCTNAME é disponibilizado nos termos da Mozilla Public License, v. 2.0. Uma cópia da licença pode ser obtida em http://mozilla.org/MPL/2.0/.  Copyright e termos das licenças de terceiros estão descritas no arquivo LICENSE.html. Escolha Mostrar a licença para ver os detalhes do arquivo (em inglês).  Todas as marcas, registradas ou não, aqui mencionadas são propriedade dos seus titulares.  Copyright © 2000-2016 os colaboradores do LibreOffice. Todos os direitos reservados.  Este produto foi criado pela %OOOVENDOR e teve como base de desenvolvimento o OpenOffice.org, cujos detentores dos seus direitos entre 2000 e 2011 são a Oracle e/ou os seus afiliados. A %OOOVENDOR agradece a todos os membros da comunidade. Acesse a  página http://www.libreoffice.org/ para mais detalhes."
"%PRODUCTNAME is testing the e-mail account settings..."	"O %PRODUCTNAME está testando as configurações de contas de e-mail..."
"%PRODUCTNAME lets you access address data already present in your system. To do this, a %PRODUCTNAME data source will be created in which your address data is available in tabular form.  This wizard helps you create the data source."	"O %PRODUCTNAME permite acessar dados de endereço existentes no sistema. Para isso, será criada uma fonte de dados do %PRODUCTNAME, na qual os dados de endereço estarão disponíveis em forma de tabela.  Este Assistente o ajudará a criar a fonte de dados."
"%PRODUCTNAME Linear Solver"	"Solver linear do %PRODUCTNAME"
"%PRODUCTNAME Macros"	"Macros do %PRODUCTNAME"
"%PRODUCTNAME Macros & Dialogs"	"Macros e caixas de diálogo do %PRODUCTNAME"
"%PRODUCTNAME Master Document"	"Documento mestre %PRODUCTNAME"
"%PRODUCTNAME Math"	"%PRODUCTNAME Math"
"%PRODUCTNAME Math Help"	"Ajuda do %PRODUCTNAME Math"
"%PRODUCTNAME must unfortunately be manually restarted once after installation or update."	"É necessário reinicializar o %PRODUCTNAME ao terminar uma instalação ou atualização."
"%PRODUCTNAME Presentation"	"Apresentação %PRODUCTNAME"
"%PRODUCTNAME Presentation"	"Apresentação do %PRODUCTNAME"
"%PRODUCTNAME Presentation (packed)"	"Apresentação %PRODUCTNAME (empacotada)"
"%PRODUCTNAME Program Modules"	"Módulos do programa %PRODUCTNAME"
"%PRODUCTNAME Quickstarter"	"Iniciador rápido do %PRODUCTNAME"
"%PRODUCTNAME requires a Java runtime environment (JRE) to perform this task. However, use of a JRE has been disabled. Do you want to enable the use of a JRE now?"	"O %PRODUCTNAME requer um JRE (Java Runtime Environment) para executar essa tarefa. No entanto, o uso de um JRE foi desativado. Deseja ativar o uso do JRE agora?"
"%PRODUCTNAME requires a Java runtime environment (JRE) to perform this task. Please install a JRE and restart %PRODUCTNAME."	"O %PRODUCTNAME requer um JRE (Java Runtime Environment) para executar essa tarefa. Instale um JRE e reinicie o %PRODUCTNAME."
"%PRODUCTNAME requires a Java runtime environment (JRE) to perform this task. The selected JRE is defective. Please select another version or install a new JRE and select it under %PRODUCTNAME - Preferences - %PRODUCTNAME - Advanced."	"O %PRODUCTNAME requer um Java runtime environment (JRE) para executar esta tarefa. O JRE escolhido está danificado. Escolha outra versão ou instale novamente o JRE e em seguida, escolha-o em %PRODUCTNAME - Preferências - %PRODUCTNAME - Avançado."
"%PRODUCTNAME requires a Java runtime environment (JRE) to perform this task. The selected JRE is defective. Please select another version or install a new JRE and select it under Tools - Options - %PRODUCTNAME - Advanced."	"O %PRODUCTNAME requer um JRE (Java Runtime Environment) para executar essa tarefa. O JRE selecionado está defeituoso. Selecione outra versão ou instale um novo JRE e selecione-o  em Ferramentas - Opções - %PRODUCTNAME - Avançado."
"%PRODUCTNAME Spreadsheet"	"Planilha %PRODUCTNAME"
"%PRODUCTNAME Spreadsheets"	"Planilhas do %PRODUCTNAME"
"%PRODUCTNAME Task"	"Tarefa %PRODUCTNAME"
"%PRODUCTNAME Task View"	"Visão de tarefas %PRODUCTNAME"
"%PRODUCTNAME Template"	"Modelo %PRODUCTNAME"
"%PRODUCTNAME Text"	"Texto %PRODUCTNAME"
"%PRODUCTNAME Update Available"	"Uma atualização do %PRODUCTNAME está disponível"
"%PRODUCTNAME update available"	"Uma atualização do %PRODUCTNAME está disponível"
"%PRODUCTNAME user installation could not be completed due to insufficient free disk space. Please free more disc space at the following location and restart %PRODUCTNAME:  "	"Não foi possível concluir a instalação de usuário do %PRODUCTNAME devido a espaço insuficiente em disco. Libere espaço em disco no seguinte local e reinicie o %PRODUCTNAME:  "
"%PRODUCTNAME user installation could not be processed due to missing access rights. Please make sure that you have sufficient access rights for the following location and restart %PRODUCTNAME:  "	"Não foi possível continuar com a instalação de usuário do %PRODUCTNAME devido à ausência de direitos de acesso. Certifique-se de que tem direitos de acesso suficientes para o seguinte local e reinicie o %PRODUCTNAME:  "
"%PRODUCTNAME was unable to find a working e-mail configuration."	"O %PRODUCTNAME não conseguiu localizar uma configuração de correio válida."
"%PRODUCTNAME Writer"	"%PRODUCTNAME Writer"
"%PRODUCTNAME Writer Frame"	"Quadro do %PRODUCTNAME Writer"
"%PRODUCTNAME Writer has searched to the beginning of the document."	"O %PRODUCTNAME Writer pesquisou até o início do documento."
"%PRODUCTNAME Writer has searched to the end of the document."	"O %PRODUCTNAME Writer pesquisou até o final do documento."
"%PRODUCTNAME Writer Help"	"Ajuda do %PRODUCTNAME Writer"
"%PRODUCTNAME Writer Image"	"Figura do %PRODUCTNAME Writer"
"%PRODUCTNAME Writer Picture"	"Figura do %PRODUCTNAME Writer"
"%PRODUCTNAME Writer Table"	"Tabela do %PRODUCTNAME Writer"
"%PRODUCTNAME Writer/Web"	"%PRODUCTNAME Writer/Web"
"%PRODUCTNAME Writer/Web"	"Writer/Web %PRODUCTNAME"
"%s takes %s arguments (%s given)."	"%s usa %s argumentos (%s definidos)."
"%s XML filters have been installed successfully."	"%s filtros XML foram instalados com sucesso."
"%s XML filters have been saved in the package '%s'."	"%s filtros XML foram salvos no pacote '%s'."
"%s-Click to follow link"	"%s + clique para abrir hiperlinks"
"%s-Click to follow link:"	"%s+Clique para seguir o link:"
"%s-click to open Smart Tag menu"	"%s e clique para abrir o menu de marcas inteligentes"
"%START - %END/%TOTAL"	"%START - %END/%TOTAL"
"%SXWFORMATNAME %SXWFORMATVERSION Configuration File"	"Arquivo de configuração %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Drawing"	"Desenho %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Drawing Template"	"Modelo de desenho %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Formula"	"Fórmula %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Master Document"	"Documento mestre %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Presentation"	"Apresentação %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Presentation Template"	"Modelo de apresentação %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Spreadsheet"	"Planilha %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Spreadsheet Template"	"Modelo de planilha %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Text Document"	"Documento de texto %SXWFORMATNAME %SXWFORMATVERSION"
"%SXWFORMATNAME %SXWFORMATVERSION Text Document Template"	"Modelo de documento de texto %SXWFORMATNAME %SXWFORMATVERSION"
"%X of %Y"	"%X de %Y"
"^-"	"^-"
"^("	"^("
"^)"	"^)"
"^+"	"^+"
"^="	"^="
"^0"	"^0"
"^1"	"^1"
"^2"	"^2"
"^3"	"^3"
"^4"	"^4"
"^5"	"^5"
"^6"	"^6"
"^7"	"^7"
"^8"	"^8"
"^9"	"^9"
"^a"	"^a"
"^A"	"^A"
"^alpha"	"^alfa"
"^b"	"^b"
"^B"	"^B"
"^beta"	"^beta"
"^c"	"^c"
"^C"	"^C"
"^chi"	"^qui"
"^d"	"^d"
"^delta"	"^delta"
"^e"	"^e"
"^E"	"^E"
"^epsilon"	"^épsilon"
"^f"	"^f"
"^g"	"^g"
"^G"	"^G"
"^gamma"	"^gama"
"^h"	"^h"
"^H"	"^H"
"^i"	"^i"
"^I"	"^I"
"^iota"	"^iota"
"^j"	"^j"
"^J"	"^J"
"^k"	"^k"
"^K"	"^K"
"^l"	"^l"
"^L"	"^L"
"^m"	"^m"
"^M"	"^M"
"^n"	"^n"
"^N"	"^N"
"^o"	"^o"
"^O"	"^O"
"^p"	"^p"
"^P"	"^P"
"^Phi"	"^Fi"
"^phi"	"^fi"
"^r"	"^r"
"^R"	"^R"
"^s"	"^s"
"^t"	"^t"
"^T"	"^T"
"^theta"	"^teta"
"^u"	"^u"
"^U"	"^U"
"^v"	"^v"
"^V"	"^V"
"^w"	"^w"
"^W"	"^W"
"^x"	"^x"
"^y"	"^y"
"^z"	"^z"
"°"	"°"
"+"	"+"
"+ mirror horizontal on even pages"	"+ espelhamento horizontal nas páginas pares"
"+ Sign"	"Sinal de +"
"+-"	"+-"
"+- Sign"	"Sinal de +-"
"<"	"<"
"< &Back"	"< &Voltar"
"< Back"	"< Anterior"
"< Back"	"< Voltar"
"< Back"	"<< Voltar"
"< Back"	"<Voltar"
"< No Module >"	"< Sem módulo >"
"< none >"	"< nenhum >"
"< not available >"	"< não disponível >"
"<-"	"<-"
"<<"	"<<"
"<< Back"	"<< Voltar"
"<< Back"	"<<Voltar"
"<<="	"<<="
"<<Back"	"<<Voltar"
"<="	"<="
"<>"	"<>"
"<ahelp hid=""."" visibility=""hidden"">Enable to store your password between sessions. The master password must be enabled, see <item type=""menuitem"">Tools - Options - %PRODUCTNAME - Security</item>.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Ative a gravação da sua senha entre sessões. A senha mestre deve estar ativada, veja em <item type=""menuitem"">Ferramentas - Opções - %PRODUCTNAME - Segurança</item>.</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Enter the URL of a MediaWiki server, starting with http://</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Digite o URL de um servidor MediaWiki, começando com http://</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Enter your password on the MediaWiki server. Leave empty for anonymous access.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Digite sua senha no servidor MediaWiki. Deixe o campo em branco para acesso anônimo.</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Enter your user name on the MediaWiki server. Leave empty for anonymous access.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Digite seu nome de usuário do servidor MediaWiki. Deixe em o campo em branco para acesso anônimo.</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Opens the MediaWiki dialog to add a new entry to the list.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Abre a caixa de diálogo do MediaWiki para adicionar uma nova entrada na lista.</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Opens the MediaWiki dialog to edit the selected entry.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Abre a caixa de diálogo do MediaWiki para editar a entrada selecionada.</ahelp>"
"<ahelp hid=""."" visibility=""hidden"">Removes the selected entry from the list.</ahelp>"	"<ahelp hid=""."" visibility=""hidden"">Remove a entrada selecionada da lista apresentada.</ahelp>"
"<ahelp hid=""."">By using the Wiki Publisher you can upload your current Writer text document to a MediaWiki server. After uploading, all Wiki users can read your document on the Wiki.</ahelp>"	"<ahelp hid=""."">Ao utilizar o Wiki Publisher você pode gravar seu documento de texto Writer em um servidor MediaWiki. Logo após a gravação, todos os usuários Wiki poderão ler seu documento no Wiki.</ahelp>"
"<ahelp hid=""."">Choose <item type=""menuitem"">File - Send - To MediaWiki</item> to upload the current Writer document to a MediaWiki server.</ahelp>"	"<ahelp hid=""."">Selecione <item type=""menuitem"">Arquivo - Enviar - Ao MediaWiki</item> para gravar o documento Writer atual em um servidor MediaWiki.</ahelp>"
"<ahelp hid=""."">Click Add to add a new Wiki server.<br/>Select an entry and click Edit to edit the account settings.<br/>Select an entry and click Remove to remove the entry from the list.</ahelp>"	"<ahelp hid=""."">Clique em Adicionar para incluir um novo servidor Wiki.<br/>Selecione uma entrada e clique em Editar para editar as definições da conta.<br/>Selecione uma entrada e clique em Remover para excluir uma entrada da lista.</ahelp>"
"<ahelp hid=""."">Enter an optional short summary or comment.</ahelp> See <link href=""http://meta.wikimedia.org/wiki/Help:Editsummary"">http://meta.wikimedia.org/wiki/Help:Editsummary</link>."	"<ahelp hid=""."">Entre com um curto sumário opcional ou comentário.</ahelp> Veja em <link href=""http://meta.wikimedia.org/wiki/Help:Editsummary"">http://meta.wikimedia.org/wiki/Help:Editsummary</link>."
"<ahelp hid=""."">Enter the title of your Wiki entry. This is the top heading of your Wiki entry. For a new entry, the title must be unique on this Wiki. If you enter an existing title, your upload will overwrite the existing Wiki entry.</ahelp>"	"<ahelp hid=""."">Digite o título de sua entrada Wiki. Este será o título principal de sua entrada. Para criar uma nova entrada o título deverá ser único em todo o Wiki. Se você digitar um título que já existe, sua gravação irá sobrescrever o conteúdo da entrada Wiki existente.</ahelp>"
"<ahelp hid=""."">Select the MediaWiki server where you want to publish your document. Click Add to add a new server to the list.</ahelp>"	"<ahelp hid=""."">Selecione o servidor MediaWiki para publicar seu documento. Clique em Adicionar para adicionar um novo servidor à lista apresentada.</ahelp>"
"<All Files>"	"<Todos os arquivos>"
"<All formats>"	"<Todos os formatos>"
"<All>"	"<Todos>"
"<AutoField>"	"<Campo automático>"
"<bookmarkvalue>Solver for Nonlinear Problems;Options</bookmarkvalue>"	"<bookmarkvalue>Solver para problemas não lineares;Opções</bookmarkvalue>"
"<bookmarkvalue>Solver for Nonlinear Problems;Usage</bookmarkvalue>"	"<bookmarkvalue>Solver para problemas não lineares;Utilização</bookmarkvalue>"
"<bookmarkvalue>Wiki;Wiki Publisher</bookmarkvalue><bookmarkvalue>Wiki Publisher</bookmarkvalue><bookmarkvalue>extensions;MediaWiki</bookmarkvalue>"	"<bookmarkvalue>Wiki;Wiki Publisher</bookmarkvalue><bookmarkvalue>Wiki Publisher</bookmarkvalue><bookmarkvalue>extensões;MediaWiki</bookmarkvalue>"
"<CALCULATEDFUNCTION> <FIELDNAME>"	"<CALCULATEDFUNCTION> <FIELDNAME>"
"<count>"	"<contagem>"
"<COUNT> documents converted"	"<COUNT> documentos convertidos"
"<date/time>"	"<data/hora>"
"<default>"	"<padrão>"
"<Embedded-Image>"	"<Imagem incorporada>"
"<emph>MediaWiki server</emph>: Select the Wiki."	"<emph>Servidor MediaWiki </emph>: Selecione o Wiki."
"<emph>Show in web browser</emph>: <ahelp hid=""."">Check this box to open your system web browser and show the uploaded Wiki page.</ahelp>"	"<emph>Mostrar no navegador da Web</emph>: <ahelp hid=""."">Marque esta caixa para abrir seu navegador da Web e mostrar a página gravada.</ahelp>"
"<emph>Show in web browser</emph>: Check this box to open your system web browser and show the uploaded Wiki page."	"<emph>Mostrar no navegador da Web</emph>: Marque esta caixa para abrir seu navegador Web e mostrar a página Wiki recém carregada."
